titre,entreprise,lieu,pays,salaire_min,salaire_max,salaire_devise,remote,contrat,description,lien,date_offre,date_scraping,source
DATA SCIENTIST (H/F),France Travail,Colombes,FR,,,EUR,False,À plein temps,"Nous recherchons une personne ouverte d'esprit, dynamique et capable de sortir des sentiers battus. Vous devez savoir vous organiser et remplir vos objectifs en toute autonomie, en respectant le cahier des charges technique, les coûts et délais. Vous devrez faire preuve de curiosité et être capable de travailler en dehors de votre zone de confort. Une attitude positive et un bon état d'esprit sont des qualités indispensables pour réussir à ce poste. Vos projets concerneront plusieurs thèmes liés",https://candidat.francetravail.fr/offres/recherche/detail/207JPXY,2026-04-23,2026-04-24,jsearch
Data Scientist,Altametris,Saint-Denis,FR,,,EUR,False,À plein temps,"Dans le cadre du développement de ses activités autour de la donnée et de l’intelligence artificielle, Altametris (filiale de SNCF Réseau) renforce son équipe Data Science.
Le poste s’inscrit au cœur des enjeux de transformation numérique liés à l’analyse de données complexes issues de capteurs embarqués (images, LiDAR, nuages de points 3D). L’objectif est de concevoir et déployer des solutions innovantes permettant d’automatiser l’analyse, d’améliorer la détection d’anomalies et de valoriser le",https://fr.linkedin.com/jobs/view/data-scientist-at-altametris-4405099141,2026-04-24,2026-04-24,jsearch
Data Scientist – Optimisation Marchés France - CDI,NW,Paris,FR,,,EUR,False,À plein temps,"• Concevoir des stratégies de certification innovantes en lien avec les gestionnaires de réseaux afin de valoriser nos unités de stockage sur les marchés de l’électricité.

• Développer des outils et fonctionnalités techniques permettant d’automatiser nos procédés existants.

• Adapter les stratégies de valorisation existantes aux transformations à venir sur les marchés de l’électricité via la recherche opérationnelle.

Tech Stack :
• Pandas, Numpy

• ML: Scikit-learn, Pytorch, Xgboost,

• Pytho",https://www.welcometothejungle.com/fr/companies/le-groupe-nw/jobs/data-scientist-optimisation-marches-france-cdi_paris,2026-04-21,2026-04-24,jsearch
Data Scientist | Machine Learning,SoTalent,Réau,FR,,,EUR,False,Prestataire,"Data Scientist (Machine Learning & Industrial Analytics)
📍 Réau, France
📅 Contract: 8-month contract (full-time)
💼 Industry: Aerospace / Industrial Engineering / High-Tech Manufacturing
🏢 Work Setting: On-site (day shift)
About the Role
Join a high-tech industrial environment where data directly drives engineering and operational decisions. As a Data Scientist, you will support technical teams in developing and deploying advanced analytics and machine learning solutions to optimise complex syste",https://fr.linkedin.com/jobs/view/data-scientist-machine-learning-at-sotalent-4403700901,2026-04-24,2026-04-24,jsearch
Chargé(e) de mission Développeur - développeuse / Data scientist confirmé(e) -Peren 237 H/F,Direction générale des entreprises (DGE),Paris,FR,,,EUR,False,À plein temps,"Intégré(e) au sein d’une équipe de plus de 20 expert(e)s en développement logiciel, IA et sciences des données, vous contribuerez et porterez directement certains projets inscrits à la feuille de route annuelle du PEReN. Vous pourrez ainsi contribuer à :- Auditer le fonctionnement d’algorithmes en production déployés par des grandes plateformes (modération de contenus, recommandation, classement, tarification, etc.) en mettant en place des méthodes de collecte et d’analyse de données adaptées ; ",https://choisirleservicepublic.gouv.fr/offre-emploi/chargee-de-mission-developpeur---developpeuse--data-scientist-confirmee--peren-237-hf-reference-MEF_2026-29708/,2026-04-20,2026-04-24,jsearch
Data Scientist H/F,SIMMT,Versailles,FR,,,EUR,False,À plein temps et Stage,"Détail du poste

Au sein du BMD, la section d'analyse et de recherche opérationnelle (SARO) est composée de et qui ont pour missions de :data scientistsdata engineers- réaliser des analyses de données et des modélisation mathématiques (statistiques, ) au profit des différents experts de la SIMMT ;machine learning- répondre aux besoins et problématiques « métiers » en définissant les modèles mathématiques ou d'IA les mieux adaptés ;- intégrer les modèles réalisés afin d'automatiser l'exécution de",https://www.hellowork.com/fr-fr/emplois/78303352.html,2026-04-23,2026-04-24,jsearch
Consultant.e Confirmé.e - data science et IA,Groupe Talents Handicap,FR,FR,,,EUR,False,À plein temps,"Description du poste
En tant qu'organisateur de forums de recrutement, Talents Handicap accompagne de très nombreuses entreprises & organisations en France dans leurs recrutements de collaborateurs en situation de handicap. Participant actuellement à l'un de nos forums.

L'entreprise Wavestone recherche actuellement des profils :

Description de l'entreprise

Rejoignez un cabinet de conseil international qui accompagne les grandes transformations stratégiques.

Nous sommes Wavestone : des expert",https://www.meteojob.com/jobs/53558484,2026-04-24,2026-04-24,jsearch
Data Scientist (H/F),IKOS CONSULTING,Levallois-Perret,FR,,,EUR,False,À plein temps,Ikos recherche un Data Scientist (F/H) pour renforcer ses équipes. Le travail consiste à réaliser pour l'un de nos clients les activités suivantes : - Automatisation de banc de test - Planification - Développement des tableaux de bord Les prérequis indispensables pour la réalisation de ce projet sont : - Posséder un diplôme d'ingénieur dans le domaine des mathématiques - Témoigner d'une première expérience dans le secteur du ferroviaire - Maitriser Python,https://candidat.francetravail.fr/offres/recherche/detail/207GKQK,2026-04-21,2026-04-24,jsearch
Alternance - Data Scientist - Master 2 H/F,EDF,Colombes,FR,,,EUR,False,À plein temps et Stage,"Les missions du poste
Au croisement d'enjeux essentiels et captivants, rejoignez un groupe à la dimension internationale, champion de la croissance bas carbone et activement engagé dans la lutte contre le réchauffement climatique ! Rejoindre EDF, c'est également travailler dans un Groupe porteur de valeurs fortes, qui innove avec de solides actifs industriels et vous confie des missions qui ont du sens. Vous avez le goût du service client, un esprit d'équipe et avez envie de relever des défis co",https://www.hellowork.com/fr-fr/emplois/78303740.html,2026-04-23,2026-04-24,jsearch
DGEF 75 - Data scientist - Chargé(e) de valorisation des données sur les demandeurs d'Asile en France,Ministere de l'Interieur,Paris,FR,,,EUR,False,À plein temps,"Description du poste

Versant

Fonction publique d'Etat

Catégorie

Catégorie A (cadre)

Nature de l'emploi

Emploi ouvert aux fonctionnaires et/ou contractuels

Domaine et métier

Numérique - Data Scientist

Type de poste

Technique et spécialisé

Statut du poste

Vacant

Intitulé du poste

DGEF 75 - Data scientist - Chargé(e) de valorisation des données sur les demandeurs d'Asile en France

Description du poste

Groupe RIFSEEP : 3

Votre environnement professionnel :

La direction générale des",https://lesjeudis.com/fr/job/dgef-75-data-scientist-chargee-de-valorisation-des-donnees-sur-les-demandeurs-dasile-en-france-420870,2026-04-19,2026-04-24,jsearch
Offre n° 1720971 Data scientist (H/F),France Travail,Toulouse,FR,,,EUR,False,À plein temps,"Description du poste : En tant qu'organisateur de forums de recrutement, Talents Handicap accompagne de très nombreuses entreprises & organisations en France dans leurs recrutements de collaborateurs en situation de handicap. Participant actuellement à l'un de nos forums. L'entreprise EDF recherche actuellement des profils Choisir l'alternance chez Dalkia, c'est intégrer une filière d'avenir et apprendre un métier en conditions réelles, sur le terrain.

C'est aussi acquérir des savoir-faire reco",https://bebee.com/fr/jobs/offre-n-1720971-data-scientist-france-travail-toulouse--techmap_fr_1720971,2026-04-21,2026-04-24,jsearch
Ingénieur.e de recherche Data Science & Recherche Opérationnelle (H/F),SAINT GOBAIN RECHERCHE,Aubervilliers,FR,,,EUR,False,À plein temps,"Le Datalab de Saint-Gobain regroupe une vingtaine de chercheurs en mathématiques et data science travaillant pour l'ensemble des activités du Groupe Saint-Gobain. Il intervient sur les grands enjeux de transformation digitale du Groupe, en s'attaquant à une grande variété de problématiques allant de l'amélioration de la production industrielle à l'optimisation de la supply chain. Notre objectif est toujours, au-delà de la minimisation des coûts, de réduire au maximum notre consommation d'énergie",https://candidat.francetravail.fr/offres/recherche/detail/207DGKC,2026-04-20,2026-04-24,jsearch
DGEF 75 - Data scientist – Chargé(e) de valorisation des données sur les demandeurs d'Asile en France,Direction générale des étrangers en France,Paris,FR,,,EUR,False,À plein temps,"Groupe RIFSEEP : 3Votre environnement professionnel :La direction générale des étrangers en France (DGEF) est chargée au sein du ministère de l’Intérieur de la politique d’immigration, d’asile, d’intégration et d’accès à la nationalité française.Le département des statistiques, des études et de la documentation (DSED) assure la collecte, l’analyse et la diffusion des données statistiques et études relatives aux politiques publiques de la DGEF.Activités du service :Le DSED comporte deux divisions",https://choisirleservicepublic.gouv.fr/offre-emploi/dgef-75---data-scientist--chargee-de-valorisation-des-donnees-sur-les-demandeurs-d-asile-en-france-reference-MINT_BS075ACA-119425/,2026-04-17,2026-04-24,jsearch
Lead Data Scientist Senior (GenAI) F/H,Orange SA,Lyon,FR,,,EUR,False,À plein temps,"Publication date : Apr 21, 2026, 10:22AM
Votre mission :
En tant queréférent·eGenAI, vous aidez Orange Wholesale à passer du prototype à la production, en garantissant la qualité technique, la sécurité et la création de valeur.
Définir et porter les bonnes pratiques Data Science /GenAI(RAG, agents, évaluation,LLMOps).
Concevoir et challenger les architectures des solutionsGenAI(cloud etonpremise) avec les équipes IT et produit.
Industrialiser des composants réutilisables (moteur RAG, orchestrati",https://orange.jobs/gb/en/job/CTS-2026-52140/Lead-Data-Scientist-Senior-GenAI-F-H,2026-04-23,2026-04-24,jsearch
"Data Scientist H/F | Saint-Quentin, FR",Crédit Agricole CIB,Saint-Quentin,FR,,,EUR,False,À plein temps,"Data Scientist H/F

{""description"": "" Description du poste 

Type de m\u00e9tier 

Types de m\u00e9tiers Cr\u00e9dit Agricole S.A. - Gestion des op\u00e9rations 

Types de m\u00e9tier compl\u00e9mentaires 

Types de m\u00e9tiers Cr\u00e9dit Agricole S.A. - IT, Digital et Data 

Intitul\u00e9 du poste 

Data Scientist H/F 

Type de contrat 

Alternance / Apprentissage 

Dur\u00e9e (en mois) 

24 mois 

Date pr\u00e9vue de prise de fonction 

31/08/2026 

Missions 

V",https://www.efinancialcareers.fr/emploi-France-Saint-Quentin-Data_Scientist_HF.id24142447,2026-04-18,2026-04-24,jsearch
"Offre n° 1633667 Data scientist F/H - Système, réseaux, données (H/F)",AD'MISSIONS ETUDES ET PROJETS,Pau,FR,,,EUR,False,À plein temps,"Descriptif du poste

Concevoir et améliorer des solutions basées sur l'intelligence artificielle appliquées aux données géophysiques Apporter un appui technique aux équipes d'exploration dans l'analyse et la préparation des données Évaluer et comparer différentes approches méthodologiques existantes Optimiser et automatiser certaines étapes des processus de traitement Participer à la structuration, à la standardisation et au déploiement des solutions développées Contribuer à l'intégration des ou",https://bebee.com/fr/jobs/offre-n-1633667-data-scientist-systeme-reseaux-donnees-admissions-etudes-et-projets-pau--techmap_fr_1633667,2026-04-20,2026-04-24,jsearch
Alternant(e) - Data Scientist H/F,CAL&F – DCCR,Montrouge,FR,,,EUR,False,À plein temps,"Au sein du service Modèles, Analyse et Intelligence Artificielle le/la chargé(e) Data Scientist Alternant conçoit, optimise et développe des outils d’intelligence artificielle. Votre périmètre couvre à fois le Machine Learning et le Deep Learning (NLP, Computer Vision).
Dans une démarche d’amélioration continue de la performance opérationnelle, vos principales missions sont les suivantes :
• Développement et optimisation de modèles d’octroi de financements ;
• Développement et optimisation de mo",https://groupecreditagricole.jobs/fr/nos-offres-emploi/1292-170477-270-alternante---data-scientist-hf-reference--2026-109493--/,2026-04-14,2026-04-24,jsearch
Stage Data Scientist IA LLM H/F,BNP Paribas Asset Management,Puteaux,FR,,,EUR,False,Stage,"Stage Data Scientist IA LLM H/F
Stage de 5 ou 6 mois, à pourvoir à compter de Mars / Avril 2026
BNP Paribas Asset Management (BNPP AM) est la division de gestion d’actifs du groupe BNP Paribas. Depuis le 1er juillet 2025, les activités d’AXA Investment Managers (AXA IM) ont été intégralement rattachées à BNPP AM, créant ainsi une plateforme mondiale unifiée et renforcée.
BNPP AM est un leader mondial de la gestion d’actifs, bénéficiant de la taille, de la stabilité et de l’expertise du Groupe. N",https://group.bnpparibas/emploi-carriere/offre-emploi/stage-data-scientist-ia-llm-h-f,2026-04-22,2026-04-24,jsearch
Data Scientist,Allianz France,La Boissière-des-Landes,FR,,,EUR,False,À plein temps,"Participez à la transformation numérique de la réassurance et boostez votre carrière en développant des solutions innovantes pour optimiser nos processus au cœur de l'assurance de biens et responsabilités.

Rejoignez Allianz France pour un stage en tant que Data Scientist, où vous aurez l'opportunité de contribuer à l'automatisation et à l'optimisation des processus de réassurance.

Vous jouerez ainsi un rôle clé dans la correcte application des traités et facultatives, la comptabilisation des é",https://fr.trabajo.org/offre-4112-4834814e37f474dfff665ee15195fc8e,2026-04-22,2026-04-24,jsearch
Ingénieur(e) Data Scientist confirmé(e) - Industrie - Toulouse,Sopra Steria France,Toulouse,FR,,,EUR,False,À plein temps,"Description de l'entreprise

CS, filiale du groupe Sopra Steria, est un acteur technologique de référence dans la conception, l’intégration et l’exploitation de systèmes critiques. Présents dans 7 pays avec plus de 2 600 collaborateurs passionnés, nous intervenons au cœur des enjeux de souveraineté, de sécurité et de performance, dans des secteurs stratégiques tels que la défense, le spatial, l’énergie, l’industrie, le transport, l’aéronautique et la cybersécurité.
Notre différence ? Une experti",https://careers.soprasteria.fr/job/ingenieur-e-data-scientist-confirme-e-industrie-toulouse-in-toulouse-france-jid-8219,2026-04-15,2026-04-24,jsearch
Alternance - Data Scientist F/H,Bouygues Travaux Publics (703),Guyancourt,FR,,,EUR,False,À plein temps,"Spécialisé dans le génie civil et les ouvrages d'art, Bouygues Travaux Publics est l'un des leaders mondiaux dans les domaines de l'aménagement du territoire et de la construction d'infrastructures durables. Nous sommes engagés en faveur de la diversité et ouverts à tous les talents.

Au sein de LabTP, le service Innovation et Data de Bouygues Travaux Publics, vous ferez partie d'une équipe dynamique et pluridisciplinaire dédiée à révolutionner le secteur de la construction et des travaux public",https://joining.bouygues.com/global/fr/job/23601/Alternance-Data-Scientist-F-H,2026-04-16,2026-04-24,jsearch
Ingénieur Data Science (F/H/X),Publicis Groupe Holdings B.V,Paris,FR,,,EUR,False,À plein temps,"Description de l'entreprise

Description de l'entreprise EPSILON France est l'entité Datamarketing de Publicis Groupe avec 650 experts data, marketing et technologiques et plus de 40 métiers représentés. Avec pour claim « Every Interaction Counts », la mission d'EPSILON est de conjuguer les pouvoirs de la data, du marketing et de la technologie pour rendre les interactions entre les marques et leurs clients toujours plus justes et pertinentes. EPSILON intervient sur l'ensemble des étapes-clé d'u",https://lesjeudis.com/fr/job/ingenieur-data-science-fhx-405702,2026-03-28,2026-04-24,jsearch
Offre n° 1621673 Data Scientist F/H,France Travail,Nanterre,FR,,,EUR,False,À plein temps,"Description VINCI est un leader mondial des concessions, de l’énergie et de la construction, présent dans près de 120 pays. Son ambition, face à l’urgence environnementale, est d’accélérer la transformation du cadre de vie, des infrastructures et de la mobilité. Elle est aussi de contribuer au progrès social en agissant en entreprise humaniste, inclusive et solidaire.

VINCI mobilise ainsi sa performance économique et l’engagement de ses 294 000 collaboratrices et collaborateurs au service d’un ",https://bebee.com/fr/jobs/offre-n-1621673-data-scientist-france-travail-nanterre--techmap_fr_1621673,2026-04-19,2026-04-24,jsearch
Data Scientist F/H,Crédit Agricole Assurances,Fresnes,FR,,,EUR,False,À plein temps,"SPIRICA, jeune société d'assurance, est une filiale du groupe Crédit Agricole Assurances qui conçoit, gère et commercialise des produits d'assurance vie épargne (contrats d'assurance vie multi supports / Euros, PERin, contrats de capitalisation).
SPIRICA a réalisé en 2024, plus de 3 milliards d'Euros de collecte et détient 15 milliards d'Euros d'encours. En pleine croissance, elle compte aujourd'hui plus de 130 collaborateurs à Paris et Lyon.
Dans le cadre de son développement, SPIRICA recherche",https://fr.trabajo.org/offre-4112-4f7a20bab88b309006f5e6919a04a177,2026-04-22,2026-04-24,jsearch
Data Scientist (F/H),AXA,Suresnes,FR,,,EUR,False,À plein temps,"Leader français de l’assurance auto en ligne depuis 1992, Direct Assurance, entité du Groupe AXA, propose également des offres d’assurance habitation, moto et santé.
Aujourd'hui, plus de deux millions de clients nous font confiance grâce à un tarif adapté et une gestion des sinistres personnalisée.

Dans un marché assurantiel très compétitif, Direct Assurance conçoit des solutions adaptées aux besoins de ses clients en défendant leur pouvoir d’achat.
Nous faisons de l'expérience client une prior",https://careers.axa.com/careers-home/jobs/19390?lang=fr-fr,2026-04-15,2026-04-24,jsearch
Data Scientist - Senior Consultant,JAKALA,Paris,FR,,,EUR,False,À plein temps,"En tant que Data Scientist Senior Consultant au sein de notre Practice Data, AI & Technology, tu interviens auprès d’acteurs majeurs (Retail, Luxe, Media, Industrie, Finance, …) afin de concevoir, optimiser et déployer des modèles avancés de prévision, tout en jouant un rôle clé dans le cadrage des besoins, l’accompagnement méthodologique et la valeur business.
Particulièrement sur des projets de modélisation prédictive et prévisions (Forecasting) pour accompagner nos clients dans leurs projets ",https://www.welcometothejungle.com/fr/companies/jakala/jobs/data-scientist-senior-consultant_paris,2026-04-07,2026-04-24,jsearch
"STAGE DATA SCIENTIST 03 MOIS H/F | Issy-les-Moulineaux, FR",CNP Assurances,Issy-les-Moulineaux,FR,,,EUR,False,À plein temps,"STAGE DATA SCIENTIST 03 MOIS H/F

{""description"": "" Description du poste 

M\u00e9tier 

DATA - DATA SCIENCE 

Intitul\u00e9 du poste 

STAGE DATA SCIENTIST 03 MOIS H/F 

Type de Contrat 

STAGIAIRE 

Statut 

Non Cadre 

Temps de travail 

Temps complet 

Description de la mission 

Au sein de la Direction de la Transformation Op\u00e9rationnelle, le DataLab de CNP Assurances con\u00e7oit et d\u00e9ploie des solutions d'intelligence artificielle au service des directio",https://www.efinancialcareers.fr/emploi-France-Issy-les-Moulineaux-STAGE_DATA_SCIENTIST_03_MOIS_HF.id24083415,2026-04-04,2026-04-24,jsearch
Offre n° 1627256 ALTERNANT(E) DATA SCIENTIST - H/F,COMPAGNIE DES ALPES,Chambéry,FR,,,EUR,False,,"Description : CONTEXTE : La Compagnie des Alpes Business Unit « Domaines Skiables et Activités Outdoor » a construit depuis 2019 un DATALAKE ÉVOLUTIF qui centralise principalement des DONNÉES MARKETING ET FINANCIÈRES. Celui-ci est progressivement enrichi avec de nouvelles sources (exploitation, énergie, météo) afin d’élargir la vision globale de l’activité et améliorer l’analyse et la prise de décision. Initialement centrée sur le marketing, l’équipe data s’oriente désormais vers des ENJEUX PLUS",https://bebee.com/fr/jobs/offre-n-1627256-alternante-data-scientist-compagnie-des-alpes-chambery--techmap_fr_1627256,2026-04-19,2026-04-24,jsearch
Data Scientist Climate Analytics and Alignment  H/F,BNP Paribas,Paris,FR,,,EUR,False,À plein temps,"BNP Paribas est un leader européen des services bancaires et financiers, présent dans 65 pays avec plus de 190 000 collaborateurs et collaboratrices. Engagé pour une croissance durable et responsable, le Groupe accompagne au quotidien ses clients particuliers, entreprises et institutionnels dans la réalisation de leurs projets, tout en plaçant l’innovation, la diversité et la finance durable au cœur de sa stratégie. Rejoindre BNP Paribas, c’est intégrer une entreprise qui agit concrètement pour ",https://group.bnpparibas/emploi-carriere/offre-emploi/data-scientist-climate-analytics-and-alignment-h-f,2026-04-09,2026-04-24,jsearch
Stage data scientist F/H,Valiuz,Lille,FR,,,EUR,False,Stage,"Stage data scientist F/H
📍 Lille
👉 Stage
📅 Entre avril et mai 2026
VALIUZ : QUI SOMMES-NOUS ?
Valiuz a pour mission d’accélérer la transformation des retailers grâce à la data et à l’IA afin de répondre aux enjeux des nouveaux codes du commerce. Fort d'une alliance de 18 entreprises prestigieuses et d'une connaissance client inégalée en France, Valiuz propose des solutions et services dédiés au retail. Ces solutions permettent aux équipes métiers de valoriser leurs données et d'adopter une appro",https://www.welcometothejungle.com/fr/companies/valiuz/jobs/stage-data-scientist-f-h_lille,2026-03-28,2026-04-24,jsearch
Data Scientist / Data Marketing (F/H) en Alternance,AXA en France,Nanterre,FR,,,EUR,False,Stage,"Notre raison d’être chez AXA ? Chaque jour, nous agissons ensemble pour le progrès humain en protégeant ce qui compte dans + de 50 pays. Accompagner près de 95 millions de clients à chaque étape de leur vie, une mission qui donne le sourire et envie de se lever le matin à nos employés et agents (+ de 145 000 dans le monde !)
Chez AXA, nous sommes riches de nos singularités et accueillons tous les profils dans leur diversité. Au-delà de mener une politique inclusive engagée, nous agissons au quot",https://jobs.hugodecrypte.com/entreprises/axa/offres/data-scientist-data-marketing-f-h-en-alternance-nanterre-france,2026-03-25,2026-04-24,jsearch
Data Engineer H/F,AXA en France,Nanterre,FR,,,EUR,False,À plein temps,"Les missions du poste
Notre raison d'être chez AXA ? Chaque jour, nous agissons ensemble pour le progrès humain en protégeant ce qui compte dans + de 50 pays. Accompagner près de 95 millions de clients à chaque étape de leur vie, une mission qui donne le sourire et envie de se lever le matin à nos employés et agents (+ de 145 000 dans le monde !)Chez AXA, nous sommes riches de nos singularités et accueillons tous les profils dans leur diversité. Au-delà de mener une politique inclusive engagée, ",https://www.hellowork.com/fr-fr/emplois/78342755.html,2026-04-23,2026-04-24,jsearch
Data Scientist (H/F) - Stage,Allianz Insurance,Courbevoie,FR,,,EUR,False,À plein temps,"Participez à la transformation numérique de la réassurance et boostez votre carrière en développant des solutions innovantes pour optimiser nos processus au cœur de l'assurance de biens et responsabilités.

Rejoignez Allianz France pour un stage en tant que Data Scientist, où vous aurez l'opportunité de contribuer à l'automatisation et à l'optimisation des processus de réassurance.

Vous jouerez ainsi un rôle clé dans la correcte application des traités et facultatives, la comptabilisation des é",https://careers.allianz.com/global/en/job/95494/Data-Scientist-H-F-Stage,2026-04-06,2026-04-24,jsearch
Alternance - Data Scientist – Master 2,EDF,Colombes,FR,,,EUR,False,,"La Direction des Systèmes d’Information et du Numérique (DSIN) est en charge de développer le SI et les outils numériques de la Direction Commerce pour faire face aux défis que doit affronter EDF dans le cadre de la concurrence accrue du marché de l’énergie et des services.

En tant que data scientist, vous intégrerez le « Centre de Solutions et Compétences (CSC) Datascience & IA », une équipe Agile ayant pour mission de réaliser les travaux d’analyse et de valorisation des données de la Directi",https://www.energierecrute.com/stage-energie/alternance-data-scientist-master-2-fh~300937.html,2026-03-29,2026-04-24,jsearch
Technical leader Data scientist F/H,Safran,FR,FR,,,EUR,False,À plein temps,"Description du poste

Intitulé du poste

Technical leader Data scientist F/H

Type contrat

CDI

Statut (CSP)

Ingénieur & Cadre

Temps de travail

Temps complet

Parlons de votre future mission

La data science est au cœur de la transformation industrielle chez Safran et se met au service de nos métiers de la production (manufacturing 4.0) ou de la surveillance de nos systèmes en vol (Service 4.0).
En intégrant Safran Engineering Services vous aurez l'opportunité de pouvoir répondre aux problém",https://lesjeudis.com/fr/job/technical-leader-data-scientist-fh-404802,2026-03-27,2026-04-24,jsearch
"Offre n° 1633718 Data Scientist / Actuariat - CDI F/H - Système, réseaux, données (H/F)",Collective,Niort,FR,,,EUR,False,À plein temps,"Descriptif du poste: Salaire: 45-55K selon profil et expériences Et si votre prochain projet faisait grandir vos compétences autant que votre carrière ? Chez K-LAGAN, nous faisons vivre chaque projet grâce aux talents qui le portent, en alliant expertise technique et accompagnement personnalisé. Aujourd'hui, nous recherchons un.e Data Scientist & Actuariat (F/H) pour rejoindre l'un de nos clients du secteur de l'assurance, basé à Niort.

Vous interviendrez sur des sujets à forte valeur ajoutée, ",https://bebee.com/fr/jobs/offre-n-1633718-data-scientist-actuariat-cdi-systeme-reseaux-donnees-collective-niort--techmap_fr_1633718,2026-04-20,2026-04-24,jsearch
DATA SCIENTIST NLP / IA GEN pour développement de projets IA Gen,SMILE,FR,FR,,,EUR,False,À plein temps et Prestataire,"Bonjour,
Dans le cadre du centre d'expertise de la direction Data & IA, nous recherchons un(e) data scientist de 3 à 6 ans d'expérience. Il s'agira d'intervenir sur divers sujets : contribuer à l'analyse des use cases remontés par les entités du groupe, contribuer potentiellement à des benchmarks, prendre en charge une application d'évaluation RAG, contribuer à l'évaluation de prompt (équipe Expertise Transverse du Centre d'Expertise Data Science composée de 9 data scientists dont les projets DS",https://www.free-work.com/fr/tech-it/data-scientist/job-mission/data-scientist-378,2026-04-07,2026-04-24,jsearch
DATA ANALYST (structuration et valorisation de la donnée) (H/F),France Travail,Paris,FR,,,EUR,False,À plein temps,"La POLICE NATIONALE recrute un(e) data analyst. Il s'agit d'un poste structurant, avec les attentes suivantes : Cartographie des données existantes dans un environnement aujourd'hui majoritairement non structuré Capacité à : identifier les sources de données structurer et préparer la donnée la rendre exploitable par différents outils Contribution à un projet stratégique (type OTDH) à fort impact Le profil recherché s'apparente à un profil hybride à dominante technique : compétences en data engin",https://candidat.francetravail.fr/offres/recherche/detail/207GNYH,2026-04-21,2026-04-24,jsearch
Data Scientist - F/H - Lille,MP DATA,Lille,FR,,,EUR,False,À plein temps,"Chez MPdata, nous sommes une équipe passionnée d’experts en données, spécialisée dans l’acquisition, le traitement et la valorisation des données pour nos clients industriels. Depuis 2015, nous mettons notre savoir-faire technique et notre engagement au service de missions et de projets pour les grands groupes. Notre approche repose sur les valeurs d’Excellence, de Partage et d’Engagement.
Suite à la forte croissance de MPdata et une forte demande de nos clients dans les Hauts-de-France, nous av",https://www.welcometothejungle.com/fr/companies/mp-data/jobs/data-scientist-f-h-lille_lille,2026-04-02,2026-04-24,jsearch
ALTERNANT DATA ANALYST H/F (H/F),JUNGHEINRICH FRANCE,Vélizy-Villacoublay,FR,,,EUR,False,À plein temps,"Qui sommes-nous? Jungheinrich compte parmi les leaders mondiaux du secteur de l'intralogistique. Dans le monde ce sont 18 000 collaborateurs, et en France, première filiale de distribution, nous sommes 1250. Tes missions Rattaché à la Direction des Ventes et au sein du service pilotage et contrôle des ventes, tes missions s'articulent autour de plusieurs axes: Elaboration et déploiement d'outils dynamiques pour la direction des ventes et l'animation du réseau commercial Création et publication d",https://candidat.francetravail.fr/offres/recherche/detail/207GMZH,2026-04-21,2026-04-24,jsearch
Data Engineer SENIOR,Tritux France,FR,FR,,,EUR,False,À plein temps et Prestataire,"Objectif de la missionAu sein d’une équipe produit, vous interviendrez sur la conception, le développement et l’industrialisation de pipelines de données complexes, dans un environnement technique moderne et orienté performance.
Votre objectif principal est de garantir des solutions data :
• Scalables

• Maintenables

• Alignées avec les standards d’architecture et de qualité

Missions & responsabilitésIngénierie & Développement
• Concevoir et développer des pipelines de données robustes et perf",https://www.free-work.com/fr/tech-it/data-engineer/job-mission/data-engineer-senior-106,2026-04-21,2026-04-24,jsearch
STAGE - Assistant Data Scientist - Mesures et réduction des biais des LLMs H/F,Crédit Agricole S.A.,Montrouge,FR,,,EUR,False,Stage,"Au sein de la Direction de la Transformation Technologique Data & IA, la Direction Data & IA Groupe a pour ambition de maximiser la contribution de la Data et de l’Intelligence Artificielle au fonctionnement du Crédit Agricole. Elle s’appuie notamment pour cela sur le DataLab Groupe pôle de référence en conception interne de solutions Data & IA innovantes et industrielles en partenariat avec les entités du Groupe.

Le DataLab Groupe dispose de toutes les compétences Data coopérant au sein de Squ",https://groupecreditagricole.jobs/fr/nos-offres-emploi/579-191859-122-stage---assistant-data-scientist---mesures-et-reduction-des-biais-des-llms-hf-reference--2025-104283--/,2026-04-02,2026-04-24,jsearch
Manager Data Science & Intelligence Artificielle (F/H/X),EPSILON France,Paris,FR,,,EUR,False,À plein temps,"EPSILON France est l’entité Datamarketing de Publicis Groupe avec 650 experts data, marketing et technologiques et plus de 40 métiers représentés. Avec pour claim « Every Interaction Counts », la mission d’EPSILON est de conjuguer les pouvoirs de la data, du marketing et de la technologie pour rendre les interactions entre les marques et leurs clients toujours plus justes et pertinentes. EPSILON intervient sur l’ensemble des étapes-clé d’un projet de transformation data-driven, de la définition ",https://www.welcometothejungle.com/fr/companies/epsilon/jobs/manager-data-science-intelligence-artificielle-f-h-x_paris,2026-04-03,2026-04-24,jsearch
